_fid;anzahl;geschwindigkeit;von;bis;strichbreite;geom;coordinate_reference_system
DE.HH.UP_LETZTE_WOCHE_7618577;12;19.9;2025-03-17;2025-03-23;1.5;LINESTRING (565314.085870 5934060.763206,565315.945276 5934031.747843);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618578;19;20.6;2025-03-17;2025-03-23;2.1;LINESTRING (570850.023080 5940139.871519,570848.097502 5940131.497107,570842.378520 5940106.931108);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618579;9;17.3;2025-03-17;2025-03-23;1.2;LINESTRING (558860.032335 5939529.682107,558865.092252 5939537.867794,558883.388320 5939567.248305);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618580;9;23.1;2025-03-17;2025-03-23;1.2;LINESTRING (574766.227695 5941563.203657,574766.197840 5941527.595180);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618581;16;19.8;2025-03-17;2025-03-23;1.9;LINESTRING (567953.255899 5940267.313917,567941.376594 5940278.825964);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618582;11;21.9;2025-03-17;2025-03-23;1.4;LINESTRING (567319.534151 5946456.464955,567352.389413 5946580.336169);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618583;10;20.7;2025-03-17;2025-03-23;1.3;LINESTRING (567352.389413 5946580.336169,567354.395344 5946587.931405,567381.290866 5946689.463093,567384.978542 5946704.203859);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618584;10;20.4;2025-03-17;2025-03-23;1.3;LINESTRING (564479.573805 5933857.793203,564473.984301 5933859.497121,564443.910704 5933868.432841,564407.913472 5933879.290720);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618585;9;20.0;2025-03-17;2025-03-23;1.2;LINESTRING (565410.503459 5934824.957040,565307.083228 5934810.728256,565266.557281 5934804.492688,565246.801064 5934800.658798,565235.178378 5934797.938878,565222.907131 5934794.208602,565218.094745 5934792.473039);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618586;22;25.7;2025-03-17;2025-03-23;2.3;LINESTRING (571179.726690 5937265.667868,571215.025756 5937265.422141,571228.331296 5937265.734457);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618587;17;24.7;2025-03-17;2025-03-23;1.9;LINESTRING (565958.823186 5940240.847063,565954.103332 5940218.749496,565953.579538 5940213.623740);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618588;13;20.6;2025-03-17;2025-03-23;1.6;LINESTRING (565116.359960 5931143.915385,565125.750395 5931126.464518,565140.355445 5931096.289767,565151.799248 5931074.194014,565161.696313 5931068.099539);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618589;13;21.3;2025-03-17;2025-03-23;1.6;LINESTRING (565116.359960 5931143.915385,565085.354305 5931199.900874);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618590;9;23.9;2025-03-17;2025-03-23;1.2;LINESTRING (574734.640101 5941319.121110,574753.581503 5941392.974617);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618591;27;23.4;2025-03-17;2025-03-23;2.7;LINESTRING (566858.164144 5936232.005794,566865.349092 5936211.077693);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618592;18;21.2;2025-03-17;2025-03-23;2.0;LINESTRING (578360.417998 5946213.757498,578391.023037 5946261.227186);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618593;10;17.4;2025-03-17;2025-03-23;1.3;LINESTRING (572028.291933 5936297.912768,572081.144277 5936315.411322);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618594;9;19.7;2025-03-17;2025-03-23;1.2;LINESTRING (572133.602335 5936332.681902,572098.608832 5936321.130697);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618595;12;22.8;2025-03-17;2025-03-23;1.5;LINESTRING (570809.330632 5934594.239456,570833.899402 5934586.262908,570853.741630 5934579.773301);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618596;9;21.0;2025-03-17;2025-03-23;1.2;LINESTRING (571427.941903 5935546.038550,571436.826365 5935528.035766);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618597;25;21.6;2025-03-17;2025-03-23;2.5;LINESTRING (562979.803580 5934533.850105,562983.694067 5934535.237252,563005.264744 5934542.312595,563032.984846 5934555.256107,563051.076573 5934564.844336);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618598;22;21.1;2025-03-17;2025-03-23;2.3;LINESTRING (563959.706925 5935550.226100,563956.721368 5935526.151687,563952.108857 5935495.045322);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618599;15;18.8;2025-03-17;2025-03-23;1.8;LINESTRING (563959.706925 5935550.226100,563957.481554 5935572.672093,563957.256917 5935584.352205);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618600;9;12.7;2025-03-17;2025-03-23;1.2;LINESTRING (563595.997049 5935411.452250,563588.764214 5935407.460349);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618601;21;19.1;2025-03-17;2025-03-23;2.3;LINESTRING (563375.560573 5935237.577644,563397.289649 5935257.230260);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618602;18;19.0;2025-03-17;2025-03-23;2.0;LINESTRING (563469.507176 5935320.400245,563456.604743 5935309.433654);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618603;13;19.5;2025-03-17;2025-03-23;1.6;LINESTRING (563578.702956 5935401.983849,563573.705433 5935399.246053,563547.644553 5935386.544105);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618604;12;19.4;2025-03-17;2025-03-23;1.5;LINESTRING (563573.811405 5935411.041885,563564.430433 5935404.239369,563556.513999 5935396.900268,563547.644553 5935386.544105);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618605;12;15.1;2025-03-17;2025-03-23;1.5;LINESTRING (563957.256917 5935584.352205,563957.221758 5935601.598297);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618606;15;18.3;2025-03-17;2025-03-23;1.8;LINESTRING (563945.298047 5935591.867548,563937.421598 5935586.531155,563931.048769 5935582.661645,563919.939180 5935576.391311,563910.733593 5935571.370755);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618607;9;18.9;2025-03-17;2025-03-23;1.2;LINESTRING (563994.678081 5935638.379837,564014.918562 5935660.018031);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618608;11;23.9;2025-03-17;2025-03-23;1.4;LINESTRING (564491.312103 5933362.476768,564488.304600 5933364.327230,564481.032200 5933367.899712,564471.573263 5933371.442336,564453.864805 5933377.320207,564443.103516 5933379.176080);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618609;9;23.9;2025-03-17;2025-03-23;1.2;LINESTRING (572164.230682 5937485.935890,572168.998936 5937485.897626);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618610;16;15.8;2025-03-17;2025-03-23;1.9;LINESTRING (570825.723437 5937269.459714,570838.480935 5937270.986687);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618611;10;17.3;2025-03-17;2025-03-23;1.3;LINESTRING (570813.310328 5937267.047773,570825.723437 5937269.459714);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618612;13;21.0;2025-03-17;2025-03-23;1.6;LINESTRING (564580.909332 5923855.357546,564608.150722 5923863.962940);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618613;10;17.3;2025-03-17;2025-03-23;1.3;LINESTRING (563970.732629 5933481.124639,564003.141685 5933476.000655,564014.233849 5933474.148275);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618614;10;14.3;2025-03-17;2025-03-23;1.3;LINESTRING (567600.111142 5934738.547772,567609.580146 5934729.670608);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618615;39;21.8;2025-03-17;2025-03-23;3.5;LINESTRING (566088.702200 5935398.433046,566092.548919 5935421.742216);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618616;13;19.8;2025-03-17;2025-03-23;1.6;LINESTRING (564857.173639 5934530.912042,564844.604825 5934534.299861,564834.694909 5934537.056642,564823.241553 5934541.238726,564808.793548 5934546.381115,564803.060014 5934548.972798);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618617;18;23.0;2025-03-17;2025-03-23;2.0;LINESTRING (563868.722454 5935900.155400,563877.533592 5935875.573206,563878.493878 5935873.138313);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618618;14;18.9;2025-03-17;2025-03-23;1.7;LINESTRING (568398.851484 5936534.727863,568406.970178 5936545.750173);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618619;12;11.8;2025-03-17;2025-03-23;1.5;LINESTRING (561695.790403 5935355.169439,561683.333178 5935355.451574);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618620;9;20.2;2025-03-17;2025-03-23;1.2;LINESTRING (562299.524601 5935375.122274,562288.059351 5935375.527182);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618621;9;21.0;2025-03-17;2025-03-23;1.2;LINESTRING (563666.389083 5938516.898185,563639.519435 5938560.486258);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618622;10;20.1;2025-03-17;2025-03-23;1.3;LINESTRING (567401.073409 5946766.190584,567422.330359 5946882.885954,567425.015519 5946898.391281);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618623;34;22.7;2025-03-17;2025-03-23;3.2;LINESTRING (566030.878690 5938433.165062,566035.560488 5938410.865461);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618624;11;24.4;2025-03-17;2025-03-23;1.4;LINESTRING (573744.235341 5939031.616676,573721.409878 5939009.672273);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618625;9;17.3;2025-03-17;2025-03-23;1.2;LINESTRING (562305.635354 5935153.224687,562302.766511 5935144.730478);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618626;9;19.7;2025-03-17;2025-03-23;1.2;LINESTRING (564604.196338 5938171.711390,564646.956972 5938114.326701);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618627;14;24.1;2025-03-17;2025-03-23;1.7;LINESTRING (565809.939777 5941915.492672,565850.732061 5941917.175952);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618628;10;19.1;2025-03-17;2025-03-23;1.3;LINESTRING (570292.715483 5939643.924918,570299.602483 5939670.287941);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618629;11;17.8;2025-03-17;2025-03-23;1.4;LINESTRING (570658.810940 5938760.114733,570647.706921 5938719.222585);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618630;14;18.8;2025-03-17;2025-03-23;1.7;LINESTRING (569365.293508 5937788.520397,569372.899423 5937798.090415,569378.697640 5937804.518236);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618631;35;19.6;2025-03-17;2025-03-23;3.2;LINESTRING (568235.740696 5939464.905814,568237.635562 5939466.602331,568240.824892 5939470.320481,568243.289529 5939473.805591,568246.449835 5939479.526204,568248.572311 5939483.785257,568250.165396 5939488.036640,568251.690692 5939492.398313,568252.391195 5939494.300071,568255.364317 5939503.801194,568256.915472 5939510.945020,568258.155103 5939516.749079,568259.598158 5939526.784388,568260.608629 5939534.699277,568261.046113 5939541.048068);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618632;38;23.6;2025-03-17;2025-03-23;3.4;LINESTRING (565909.486963 5938620.957696,565857.006851 5938671.964234);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618633;12;17.6;2025-03-17;2025-03-23;1.5;LINESTRING (567498.303289 5937526.964424,567508.027863 5937490.607037);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618634;10;13.0;2025-03-17;2025-03-23;1.3;LINESTRING (566137.856583 5940888.947573,566132.381460 5940901.889275,566128.449767 5940913.294880);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618635;12;18.0;2025-03-17;2025-03-23;1.5;LINESTRING (566137.856583 5940888.947573,566141.999794 5940881.328135,566145.108510 5940876.698461,566148.267755 5940873.182201,566153.842934 5940867.251945);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618636;9;13.2;2025-03-17;2025-03-23;1.2;LINESTRING (564249.032415 5936766.428191,564258.603737 5936773.568560);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618637;11;23.3;2025-03-17;2025-03-23;1.4;LINESTRING (564472.264360 5936926.809649,564372.189346 5936855.120276);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618638;11;22.1;2025-03-17;2025-03-23;1.4;LINESTRING (564372.189346 5936855.120276,564272.045085 5936783.432154);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618639;11;19.2;2025-03-17;2025-03-23;1.4;LINESTRING (565791.614901 5937234.227424,565785.274198 5937237.810816,565782.079287 5937238.990191,565778.422496 5937240.051853,565773.774187 5937240.988413);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618640;12;18.1;2025-03-17;2025-03-23;1.5;LINESTRING (563815.126377 5937207.388438,563797.248350 5937168.202500,563795.057583 5937163.722115,563786.250848 5937144.130969);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618641;10;18.6;2025-03-17;2025-03-23;1.3;LINESTRING (563752.737025 5937076.137696,563757.112703 5937090.439225,563767.401791 5937108.158800,563777.084408 5937126.649074,563786.250848 5937144.130969);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618642;16;15.1;2025-03-17;2025-03-23;1.9;LINESTRING (563864.094547 5937121.818620,563822.554379 5937138.057530,563816.630412 5937140.313962,563811.239110 5937142.355075,563804.931471 5937143.604912,563799.165529 5937143.971942);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618643;11;12.6;2025-03-17;2025-03-23;1.4;LINESTRING (563799.165529 5937143.971942,563807.526842 5937162.221863,563819.333649 5937190.087530,563827.243183 5937222.128655);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618644;10;18.5;2025-03-17;2025-03-23;1.3;LINESTRING (565901.590888 5938792.647660,565896.869279 5938789.466063,565863.996170 5938768.644022,565817.617934 5938738.398147);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618645;11;20.9;2025-03-17;2025-03-23;1.4;LINESTRING (566020.276284 5938859.068362,566028.530337 5938860.519276,566035.132953 5938861.724518);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618646;14;21.0;2025-03-17;2025-03-23;1.7;LINESTRING (565997.033168 5938854.959525,566003.369511 5938856.272261,566010.700142 5938857.487667,566020.276284 5938859.068362);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618647;13;21.5;2025-03-17;2025-03-23;1.6;LINESTRING (565980.223711 5938849.939476,565986.219805 5938851.915042,565992.482182 5938853.783076,565997.033168 5938854.959525);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618648;18;12.9;2025-03-17;2025-03-23;2.0;LINESTRING (565887.633086 5938839.296985,565894.487111 5938827.264447,565899.367407 5938819.098750,565901.535049 5938815.568440,565903.228522 5938812.810386);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618649;14;17.9;2025-03-17;2025-03-23;1.7;LINESTRING (565949.853084 5938834.826622,565939.819038 5938828.121255,565930.437449 5938822.092659,565927.090157 5938820.042962,565917.309882 5938814.120084);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618650;9;8.9;2025-03-17;2025-03-23;1.2;LINESTRING (565901.590888 5938792.647660,565911.363445 5938799.126744);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618651;9;10.0;2025-03-17;2025-03-23;1.2;LINESTRING (565807.657163 5938721.679826,565809.413688 5938719.145159,565813.388479 5938714.193547);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618652;15;20.3;2025-03-17;2025-03-23;1.8;LINESTRING (565890.573156 5938775.803098,565823.058088 5938732.799397);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618653;13;19.2;2025-03-17;2025-03-23;1.6;LINESTRING (565805.013491 5938740.336202,565809.078036 5938743.174716,565819.109339 5938750.102297);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618654;12;19.4;2025-03-17;2025-03-23;1.5;LINESTRING (565846.983935 5938768.628760,565831.369089 5938758.618813,565819.109339 5938750.102297);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618655;15;16.1;2025-03-17;2025-03-23;1.8;LINESTRING (565756.304375 5938696.817305,565747.850426 5938690.690762,565734.636383 5938679.379416,565723.204610 5938668.426779);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618656;15;18.2;2025-03-17;2025-03-23;1.8;LINESTRING (565756.304375 5938696.817305,565784.679492 5938717.464494);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618657;12;19.3;2025-03-17;2025-03-23;1.5;LINESTRING (565937.909069 5938817.968977,565949.900586 5938826.704596,565961.582953 5938833.878141,565967.692747 5938837.190512,565971.180163 5938838.685853,565975.064671 5938840.186756,565983.831090 5938842.868734,565992.011208 5938844.874897,565998.678477 5938846.192262);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618658;10;18.4;2025-03-17;2025-03-23;1.3;LINESTRING (565779.719740 5938721.846029,565751.864788 5938701.873746);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618659;13;20.2;2025-03-17;2025-03-23;1.6;LINESTRING (565846.983935 5938768.628760,565856.824354 5938774.997407,565870.659925 5938784.426214,565881.288254 5938791.251009);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618660;15;21.2;2025-03-17;2025-03-23;1.8;LINESTRING (565949.853084 5938834.826622,565958.583703 5938840.067255,565967.982356 5938844.872181,565974.430833 5938847.632954,565980.223711 5938849.939476);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618661;28;21.0;2025-03-17;2025-03-23;2.8;LINESTRING (566088.230030 5935394.309469,566093.078199 5935379.244792);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618662;30;24.3;2025-03-17;2025-03-23;2.9;LINESTRING (561966.672001 5935394.214793,561975.418794 5935393.995918,562005.440159 5935392.944027);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618663;23;22.8;2025-03-17;2025-03-23;2.4;LINESTRING (561324.689951 5935376.477473,561301.284544 5935378.176013);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618664;9;14.9;2025-03-17;2025-03-23;1.2;LINESTRING (568283.016629 5940043.421830,568316.018796 5940049.464023,568326.250258 5940051.281526);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618665;12;18.7;2025-03-17;2025-03-23;1.5;LINESTRING (563755.378155 5936092.339496,563749.258820 5936099.155388);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618666;12;22.1;2025-03-17;2025-03-23;1.5;LINESTRING (576548.275691 5941382.203191,576565.342660 5941414.973361);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618667;11;20.6;2025-03-17;2025-03-23;1.4;LINESTRING (572139.405090 5943390.274791,572135.510003 5943381.201880,572117.183557 5943338.525563);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618668;10;22.9;2025-03-17;2025-03-23;1.3;LINESTRING (572180.954645 5943475.369019,572165.440502 5943443.417934);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618669;24;21.3;2025-03-17;2025-03-23;2.5;LINESTRING (565794.030262 5934231.330024,565778.095515 5934247.909446,565699.489572 5934330.377126);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618670;15;22.0;2025-03-17;2025-03-23;1.8;LINESTRING (565705.759300 5934336.918028,565738.449111 5934301.878626,565770.868213 5934267.280744,565799.586796 5934236.748416);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618671;26;19.1;2025-03-17;2025-03-23;2.6;LINESTRING (565833.366878 5934190.152889,565798.939215 5934226.168843);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618672;15;20.6;2025-03-17;2025-03-23;1.8;LINESTRING (565804.631347 5934231.366594,565835.772527 5934198.197814,565838.664636 5934195.122640);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618673;12;21.8;2025-03-17;2025-03-23;1.5;LINESTRING (565680.299124 5934361.932824,565662.131458 5934377.146313);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618674;14;22.5;2025-03-17;2025-03-23;1.7;LINESTRING (565680.299124 5934361.932824,565689.424643 5934353.714707,565698.294505 5934344.825433);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618675;11;22.1;2025-03-17;2025-03-23;1.4;LINESTRING (565617.921043 5933148.792515,565625.992664 5933149.794884,565655.699537 5933153.434810,565669.261619 5933155.181242,565697.444401 5933158.800228);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618676;19;23.7;2025-03-17;2025-03-23;2.1;LINESTRING (566064.021121 5935188.344860,566058.482384 5935177.029102,566053.045733 5935172.613469);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618677;19;12.9;2025-03-17;2025-03-23;2.1;LINESTRING (566351.736669 5928261.678336,566339.804876 5928270.412333,566337.057214 5928272.376602);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618678;15;20.8;2025-03-17;2025-03-23;1.8;LINESTRING (566534.951058 5928126.948406,566562.906308 5928106.423494);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618679;18;18.0;2025-03-17;2025-03-23;2.0;LINESTRING (566534.951058 5928126.948406,566493.787719 5928157.301825);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618680;18;22.8;2025-03-17;2025-03-23;2.0;LINESTRING (566493.787719 5928157.301825,566459.604755 5928181.967771,566449.134991 5928190.499517,566446.722024 5928192.245892);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618681;24;24.6;2025-03-17;2025-03-23;2.5;LINESTRING (566257.220993 5929556.515553,566257.316183 5929559.187326,566257.977830 5929578.223479);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618682;29;20.5;2025-03-17;2025-03-23;2.8;LINESTRING (566364.962379 5937354.202230,566350.899093 5937356.007096);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618683;18;22.0;2025-03-17;2025-03-23;2.0;LINESTRING (568132.712734 5939847.410683,568144.788680 5939831.562366,568146.207197 5939829.580012);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618684;10;18.8;2025-03-17;2025-03-23;1.3;LINESTRING (567592.059033 5936788.360568,567565.412118 5936827.034440);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618685;11;18.6;2025-03-17;2025-03-23;1.4;LINESTRING (567675.889136 5936779.882719,567643.903554 5936756.724532,567636.168765 5936751.161315,567627.497416 5936746.252297);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618686;9;14.6;2025-03-17;2025-03-23;1.2;LINESTRING (567627.497416 5936746.252297,567633.253110 5936737.433245,567637.857680 5936730.378009,567647.008630 5936715.710363);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618687;12;21.7;2025-03-17;2025-03-23;1.5;LINESTRING (564299.996212 5933429.853958,564339.679163 5933411.367950);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618688;12;9.3;2025-03-17;2025-03-23;1.5;LINESTRING (567293.456728 5930714.223934,567292.738294 5930718.108115,567291.617328 5930722.320368,567289.220885 5930727.627143,567287.845831 5930731.056895);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618689;14;19.1;2025-03-17;2025-03-23;1.7;LINESTRING (566035.795707 5926323.643367,566040.007884 5926297.665551);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618690;9;22.2;2025-03-17;2025-03-23;1.2;LINESTRING (572933.103570 5932681.437874,573047.363657 5932635.357372,573113.699805 5932606.451995);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618691;9;23.5;2025-03-17;2025-03-23;1.2;LINESTRING (573113.699805 5932606.451995,573141.260928 5932594.527680,573254.337900 5932539.531959,573289.558392 5932521.050995);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618692;11;17.7;2025-03-17;2025-03-23;1.4;LINESTRING (565471.413201 5935123.891193,565469.925321 5935121.311357,565469.435591 5935118.411570,565469.873145 5935115.524653,565470.962238 5935113.425661,565499.829529 5935081.224652);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618693;15;22.1;2025-03-17;2025-03-23;1.8;LINESTRING (567790.796099 5940607.241849,567797.195937 5940594.760372,567810.258743 5940569.912504,567813.530474 5940563.283363);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618694;10;17.4;2025-03-17;2025-03-23;1.3;LINESTRING (565382.838038 5934636.529343,565429.433477 5934635.172511);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618695;15;19.3;2025-03-17;2025-03-23;1.8;LINESTRING (563914.347389 5936819.515871,563850.695047 5936898.655270);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618696;15;16.5;2025-03-17;2025-03-23;1.8;LINESTRING (564889.975217 5936254.246238,564937.512495 5936255.457031,564939.962582 5936255.490775,564941.622643 5936255.179832,564943.020894 5936254.642746,564944.354459 5936253.993501,564945.623338 5936253.232097,564947.361878 5936252.032087,564949.302139 5936250.612319,564954.195867 5936246.340247);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618697;14;12.0;2025-03-17;2025-03-23;1.7;LINESTRING (565062.863654 5936209.228176,564973.829094 5936249.058662,564970.769240 5936250.017918,564968.577893 5936250.432799,564966.656019 5936250.517587,564964.669460 5936250.490216,564962.553529 5936250.238526,564960.506882 5936249.765254);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618698;9;22.8;2025-03-17;2025-03-23;1.2;LINESTRING (565161.154464 5934257.374400,565141.986949 5934277.916943);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618699;10;22.2;2025-03-17;2025-03-23;1.3;LINESTRING (565245.432775 5934348.666641,565256.395076 5934317.774307);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618700;13;22.3;2025-03-17;2025-03-23;1.6;LINESTRING (565474.344798 5936868.629937,565475.753832 5936929.291203,565475.919778 5936936.414735,565476.626820 5936961.793928);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618701;9;24.9;2025-03-17;2025-03-23;1.2;LINESTRING (574734.640101 5941319.121110,574722.804710 5941272.754126);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618702;13;25.6;2025-03-17;2025-03-23;1.6;LINESTRING (572684.655275 5937712.250635,572640.648618 5937676.187301,572638.617010 5937674.820712);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618703;10;21.6;2025-03-17;2025-03-23;1.3;LINESTRING (570881.955841 5937273.086788,570892.484098 5937273.133849);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618704;11;16.2;2025-03-17;2025-03-23;1.4;LINESTRING (564050.253928 5934945.599761,564049.414829 5934958.606737,564048.984178 5934961.048788,564048.228386 5934963.041352,564046.813249 5934964.802428,564043.588581 5934968.096689,564041.634493 5934970.518058,564038.936704 5934974.042012,564036.767299 5934977.684409);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618705;12;21.9;2025-03-17;2025-03-23;1.5;LINESTRING (563945.796779 5935677.217007,563949.626297 5935663.471678);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618706;13;20.0;2025-03-17;2025-03-23;1.6;LINESTRING (566891.763548 5938773.332668,566901.941575 5938774.478621);EPSG:25832
DE.HH.UP_LETZTE_WOCHE_7618707;23;23.8;2025-03-17;2025-03-23;2.4;LINESTRING (567161.889443 5938603.148915,567145.938256 5938607.594915,567103.130827 5938619.892397,567073.781108 5938635.497399,567057.091948 5938649.947515);EPSG:25832
