_fid;anzahl;geschwindigkeit;von;bis;strichbreite;geom;coordinate_reference_system
DE.HH.UP_LETZTE_WOCHE_7615665;22;21.5;2025-03-17;2025-03-23;2.3;LINESTRING (9.958700 53.556858,9.958334 53.556904);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615666;13;22.3;2025-03-17;2025-03-23;1.6;LINESTRING (9.956641 53.557077,9.956854 53.557063);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615667;20;23.4;2025-03-17;2025-03-23;2.2;LINESTRING (9.957208 53.557041,9.956854 53.557063);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615668;28;15.0;2025-03-17;2025-03-23;2.8;LINESTRING (9.976898 53.563772,9.977117 53.564042);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615669;11;21.0;2025-03-17;2025-03-23;1.4;LINESTRING (10.083687 53.622650,10.083869 53.622892);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615670;12;19.9;2025-03-17;2025-03-23;1.5;LINESTRING (9.899678 53.610953,9.900078 53.610755);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615671;9;22.9;2025-03-17;2025-03-23;1.2;LINESTRING (9.918958 53.593926,9.918936 53.593997,9.918863 53.594367,9.918830 53.594483);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615672;9;24.4;2025-03-17;2025-03-23;1.2;LINESTRING (9.898368 53.613471,9.898392 53.613260);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615673;10;22.8;2025-03-17;2025-03-23;1.3;LINESTRING (9.898690 53.612271,9.898499 53.612848,9.898392 53.613260);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615674;9;17.5;2025-03-17;2025-03-23;1.2;LINESTRING (10.115324 53.537819,10.115403 53.537823,10.115745 53.537844);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615675;9;19.9;2025-03-17;2025-03-23;1.2;LINESTRING (10.117754 53.538035,10.115745 53.537844);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615676;23;23.3;2025-03-17;2025-03-23;2.4;LINESTRING (10.077216 53.579389,10.077103 53.579388,10.075990 53.579404);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615677;14;25.2;2025-03-17;2025-03-23;1.7;LINESTRING (10.075837 53.579404,10.075990 53.579404);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615678;23;25.9;2025-03-17;2025-03-23;2.4;LINESTRING (10.083674 53.580107,10.085076 53.580401,10.085521 53.580508,10.085792 53.580574);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615679;15;25.9;2025-03-17;2025-03-23;1.8;LINESTRING (10.086062 53.580628,10.085792 53.580574);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615680;18;18.4;2025-03-17;2025-03-23;2.0;LINESTRING (9.988932 53.548365,9.988832 53.548370,9.988599 53.548386);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615681;12;16.0;2025-03-17;2025-03-23;1.5;LINESTRING (10.049898 53.602120,10.049532 53.601822);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615682;11;15.3;2025-03-17;2025-03-23;1.4;LINESTRING (10.049274 53.601623,10.049532 53.601822);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615683;13;23.0;2025-03-17;2025-03-23;1.6;LINESTRING (10.047878 53.600497,10.048898 53.601330);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615684;9;15.8;2025-03-17;2025-03-23;1.2;LINESTRING (9.984577 53.564222,9.984172 53.564563,9.984113 53.564608,9.984052 53.564655);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615685;13;20.9;2025-03-17;2025-03-23;1.6;LINESTRING (9.989247 53.563088,9.989200 53.563104,9.988404 53.563512,9.988338 53.563543);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615686;10;21.3;2025-03-17;2025-03-23;1.3;LINESTRING (9.899235 53.553514,9.898419 53.553440);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615687;13;20.7;2025-03-17;2025-03-23;1.6;LINESTRING (9.901964 53.553225,9.901235 53.553347);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615688;13;20.5;2025-03-17;2025-03-23;1.6;LINESTRING (9.900792 53.553407,9.901235 53.553347);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615689;9;22.0;2025-03-17;2025-03-23;1.2;LINESTRING (9.962439 53.554585,9.962528 53.554923);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615690;12;21.0;2025-03-17;2025-03-23;1.5;LINESTRING (9.965043 53.553984,9.965163 53.553812,9.965480 53.553441,9.965702 53.553253,9.965755 53.553209,9.965819 53.553151);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615691;13;19.5;2025-03-17;2025-03-23;1.6;LINESTRING (9.964547 53.555483,9.964582 53.555310,9.964620 53.555115,9.964661 53.554933);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615692;29;23.8;2025-03-17;2025-03-23;2.8;LINESTRING (9.961925 53.556425,9.961778 53.556445,9.961486 53.556484,9.960924 53.556563);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615693;10;22.9;2025-03-17;2025-03-23;1.3;LINESTRING (9.962699 53.575635,9.962308 53.575078);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615694;14;19.7;2025-03-17;2025-03-23;1.7;LINESTRING (10.186263 53.659221,10.186419 53.659359);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615695;14;22.4;2025-03-17;2025-03-23;1.7;LINESTRING (10.185365 53.658433,10.185788 53.658799);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615696;13;20.2;2025-03-17;2025-03-23;1.6;LINESTRING (9.965476 53.546387,9.965410 53.546393,9.964843 53.546442,9.964317 53.546467,9.963994 53.546475,9.963317 53.546490);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615697;10;21.3;2025-03-17;2025-03-23;1.3;LINESTRING (9.960563 53.546360,9.959941 53.546288);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615698;28;21.0;2025-03-17;2025-03-23;2.8;LINESTRING (9.960226 53.556658,9.959564 53.556748);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615699;27;21.0;2025-03-17;2025-03-23;2.7;LINESTRING (9.958884 53.556834,9.959564 53.556748);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615700;10;22.8;2025-03-17;2025-03-23;1.3;LINESTRING (9.983447 53.543145,9.983772 53.542946);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615701;11;20.2;2025-03-17;2025-03-23;1.4;LINESTRING (9.987972 53.542984,9.987278 53.542936);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615702;13;18.9;2025-03-17;2025-03-23;1.6;LINESTRING (9.997341 53.545111,9.997464 53.544759);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615703;14;20.2;2025-03-17;2025-03-23;1.7;LINESTRING (9.997272 53.545337,9.997243 53.545445,9.997205 53.545608);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615704;18;16.4;2025-03-17;2025-03-23;2.0;LINESTRING (9.997157 53.545841,9.997068 53.546202,9.997054 53.546268);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615705;11;16.6;2025-03-17;2025-03-23;1.4;LINESTRING (9.997740 53.544183,9.997691 53.544283,9.997676 53.544316,9.997594 53.544500);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615706;14;18.3;2025-03-17;2025-03-23;1.7;LINESTRING (9.964348 53.577055,9.964104 53.577240);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615707;21;20.2;2025-03-17;2025-03-23;2.3;LINESTRING (9.966682 53.575232,9.966601 53.575296,9.965293 53.576336);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615708;10;19.7;2025-03-17;2025-03-23;1.3;LINESTRING (9.960615 53.580372,9.961490 53.579963);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615709;10;22.4;2025-03-17;2025-03-23;1.3;LINESTRING (9.928140 53.549323,9.927456 53.549191);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615710;9;21.5;2025-03-17;2025-03-23;1.2;LINESTRING (9.931628 53.549834,9.932024 53.549916,9.932442 53.549998,9.932747 53.550070,9.932860 53.550096);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615711;14;25.3;2025-03-17;2025-03-23;1.7;LINESTRING (9.933358 53.550220,9.933100 53.550201);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615712;12;15.1;2025-03-17;2025-03-23;1.5;LINESTRING (9.936478 53.551764,9.936348 53.551555);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615713;23;20.8;2025-03-17;2025-03-23;2.4;LINESTRING (10.071417 53.579514,10.071662 53.579514);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615714;10;22.9;2025-03-17;2025-03-23;1.3;LINESTRING (10.093329 53.540773,10.092992 53.540894,10.092567 53.541082);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615715;10;22.7;2025-03-17;2025-03-23;1.3;LINESTRING (10.090964 53.541667,10.092567 53.541082);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615716;10;23.2;2025-03-17;2025-03-23;1.3;LINESTRING (10.094287 53.540431,10.095214 53.540100,10.095291 53.540059);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615717;11;17.5;2025-03-17;2025-03-23;1.4;LINESTRING (10.044206 53.568014,10.043840 53.568186,10.043475 53.568351,10.043362 53.568404,10.043285 53.568440);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615718;12;13.4;2025-03-17;2025-03-23;1.5;LINESTRING (10.043005 53.568630,10.043141 53.568531,10.043189 53.568498,10.043285 53.568440);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615719;18;22.8;2025-03-17;2025-03-23;2.0;LINESTRING (10.065121 53.578838,10.065269 53.578874);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615720;10;22.6;2025-03-17;2025-03-23;1.3;LINESTRING (10.066014 53.579921,10.065524 53.579593);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615721;9;21.8;2025-03-17;2025-03-23;1.2;LINESTRING (10.067636 53.580624,10.068063 53.580727);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615722;13;23.1;2025-03-17;2025-03-23;1.6;LINESTRING (9.933698 53.550245,9.934660 53.550306);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615723;10;21.3;2025-03-17;2025-03-23;1.3;LINESTRING (9.929004 53.549453,9.929707 53.549541,9.930031 53.549584,9.930591 53.549658);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615724;10;16.8;2025-03-17;2025-03-23;1.3;LINESTRING (9.925329 53.549311,9.925464 53.548943,9.925475 53.548818);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615725;11;21.8;2025-03-17;2025-03-23;1.4;LINESTRING (9.932568 53.547932,9.932873 53.547929);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615726;14;24.5;2025-03-17;2025-03-23;1.7;LINESTRING (9.933164 53.547905,9.933095 53.547917,9.932873 53.547929);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615727;9;22.5;2025-03-17;2025-03-23;1.2;LINESTRING (9.930356 53.550470,9.931216 53.550393,9.932230 53.550295);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615728;9;20.2;2025-03-17;2025-03-23;1.2;LINESTRING (9.948589 53.551141,9.949367 53.551032,9.949573 53.551003,9.949705 53.550984,9.950655 53.550877);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615729;10;19.7;2025-03-17;2025-03-23;1.3;LINESTRING (9.963041 53.557044,9.963143 53.557524,9.963164 53.557601);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615730;22;21.3;2025-03-17;2025-03-23;2.3;LINESTRING (9.969508 53.557314,9.969848 53.557305,9.970179 53.557285,9.970779 53.557228);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615731;21;22.1;2025-03-17;2025-03-23;2.3;LINESTRING (9.971116 53.557190,9.970794 53.557226,9.970779 53.557228);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615732;10;24.3;2025-03-17;2025-03-23;1.3;LINESTRING (9.934941 53.606538,9.936220 53.606737,9.936824 53.606821);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615733;11;23.3;2025-03-17;2025-03-23;1.4;LINESTRING (9.936824 53.606821,9.938715 53.607084);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615734;12;20.1;2025-03-17;2025-03-23;1.5;LINESTRING (9.946663 53.561671,9.946587 53.561741,9.946309 53.562002);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615735;11;18.7;2025-03-17;2025-03-23;1.4;LINESTRING (9.945797 53.562510,9.945970 53.562322,9.946196 53.562112,9.946309 53.562002);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615736;10;17.7;2025-03-17;2025-03-23;1.3;LINESTRING (10.018518 53.661964,10.018410 53.661753);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615737;9;15.9;2025-03-17;2025-03-23;1.2;LINESTRING (10.071303 53.582932,10.071479 53.583062);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615738;39;23.6;2025-03-17;2025-03-23;3.5;LINESTRING (10.067968 53.579250,10.067204 53.579146,10.067050 53.579135);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615739;12;24.1;2025-03-17;2025-03-23;1.5;LINESTRING (10.070514 53.582312,10.069883 53.581765);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615740;11;23.6;2025-03-17;2025-03-23;1.4;LINESTRING (10.069190 53.581160,10.069788 53.581678);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615741;23;25.0;2025-03-17;2025-03-23;2.4;LINESTRING (10.082687 53.579961,10.083674 53.580107);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615742;24;21.4;2025-03-17;2025-03-23;2.5;LINESTRING (10.091090 53.581253,10.091499 53.581276);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615743;11;21.6;2025-03-17;2025-03-23;1.4;LINESTRING (10.091684 53.581298,10.091499 53.581276);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615744;15;21.9;2025-03-17;2025-03-23;1.8;LINESTRING (10.094067 53.581846,10.093616 53.581711);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615745;13;21.3;2025-03-17;2025-03-23;1.6;LINESTRING (10.093332 53.581627,10.093357 53.581634,10.093616 53.581711);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615746;13;16.0;2025-03-17;2025-03-23;1.6;LINESTRING (9.936382 53.551038,9.936496 53.551363,9.936524 53.551440);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615747;10;18.8;2025-03-17;2025-03-23;1.3;LINESTRING (9.928265 53.546446,9.928887 53.546386);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615748;9;19.8;2025-03-17;2025-03-23;1.2;LINESTRING (9.929601 53.546414,9.929526 53.546406,9.929302 53.546383,9.929165 53.546375,9.929013 53.546378,9.928887 53.546386);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615749;14;25.2;2025-03-17;2025-03-23;1.7;LINESTRING (9.923305 53.550495,9.925250 53.550097);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615750;10;16.1;2025-03-17;2025-03-23;1.3;LINESTRING (9.925163 53.549793,9.925162 53.549848,9.925185 53.549934,9.925222 53.550015,9.925250 53.550097);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615751;12;14.3;2025-03-17;2025-03-23;1.5;LINESTRING (9.923125 53.550895,9.922681 53.550905,9.922620 53.550907,9.922398 53.550922);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615752;11;17.4;2025-03-17;2025-03-23;1.4;LINESTRING (9.925234 53.549537,9.925316 53.549349);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615753;25;21.6;2025-03-17;2025-03-23;2.5;LINESTRING (9.948416 53.555696,9.948336 53.555690,9.947521 53.555627);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615754;22;20.4;2025-03-17;2025-03-23;2.3;LINESTRING (9.947521 53.555627,9.947142 53.555593);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615755;22;21.7;2025-03-17;2025-03-23;2.3;LINESTRING (9.946358 53.555528,9.947091 53.555589);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615756;12;21.4;2025-03-17;2025-03-23;1.5;LINESTRING (9.948635 53.555713,9.948416 53.555696);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615757;9;22.8;2025-03-17;2025-03-23;1.2;LINESTRING (9.922822 53.588383,9.922588 53.588539);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615758;12;20.8;2025-03-17;2025-03-23;1.5;LINESTRING (9.922097 53.588844,9.922304 53.588724,9.922588 53.588539);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615759;12;12.8;2025-03-17;2025-03-23;1.5;LINESTRING (9.918624 53.591088,9.918783 53.590917);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615760;9;14.7;2025-03-17;2025-03-23;1.2;LINESTRING (9.918919 53.590764,9.918783 53.590917);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615761;11;24.1;2025-03-17;2025-03-23;1.4;LINESTRING (9.919299 53.590391,9.919539 53.590198);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615762;15;18.3;2025-03-17;2025-03-23;1.8;LINESTRING (9.963137 53.577545,9.962367 53.577780);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615763;11;20.8;2025-03-17;2025-03-23;1.4;LINESTRING (10.021634 53.549449,10.021526 53.549578);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615764;32;19.7;2025-03-17;2025-03-23;3.0;LINESTRING (9.998480 53.557592,9.997405 53.557876);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615765;32;19.9;2025-03-17;2025-03-23;3.0;LINESTRING (9.996764 53.558058,9.997342 53.557893,9.997405 53.557876);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615766;23;17.8;2025-03-17;2025-03-23;2.4;LINESTRING (10.009658 53.578007,10.009923 53.577613);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615767;23;17.0;2025-03-17;2025-03-23;2.4;LINESTRING (10.010171 53.577270,10.010080 53.577391,10.009923 53.577613);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615768;38;19.4;2025-03-17;2025-03-23;3.4;LINESTRING (10.016752 53.565774,10.016866 53.565293);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615769;27;18.9;2025-03-17;2025-03-23;2.7;LINESTRING (10.008936 53.571942,10.008994 53.571831,10.009034 53.571755);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615770;30;22.5;2025-03-17;2025-03-23;2.9;LINESTRING (10.009620 53.570689,10.009363 53.571156,10.009224 53.571410,10.009034 53.571755);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615771;80;18.1;2025-03-17;2025-03-23;5.8;LINESTRING (10.015347 53.562995,10.015598 53.563176);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615772;51;15.6;2025-03-17;2025-03-23;4.2;LINESTRING (10.015598 53.563176,10.015717 53.563261);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615773;70;21.4;2025-03-17;2025-03-23;5.2;LINESTRING (9.998531 53.579514,9.998620 53.579603,9.998747 53.579696);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615774;28;20.9;2025-03-17;2025-03-23;2.8;LINESTRING (9.998849 53.579753,9.998747 53.579696);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615775;10;17.6;2025-03-17;2025-03-23;1.3;LINESTRING (10.007222 53.620360,10.007137 53.620291,10.006880 53.620080);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615776;15;21.6;2025-03-17;2025-03-23;1.8;LINESTRING (10.039763 53.571041,10.039607 53.571228,10.039406 53.571466,10.039251 53.571649,10.038881 53.572086);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615777;9;17.4;2025-03-17;2025-03-23;1.2;LINESTRING (10.016100 53.635263,10.015953 53.635485,10.015644 53.635984);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615778;10;21.6;2025-03-17;2025-03-23;1.3;LINESTRING (10.021159 53.668614,10.021054 53.668282,10.020780 53.667410);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615779;10;20.2;2025-03-17;2025-03-23;1.3;LINESTRING (10.020488 53.666476,10.020780 53.667410);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615780;10;19.0;2025-03-17;2025-03-23;1.3;LINESTRING (10.018304 53.660340,10.018474 53.660662,10.018811 53.661300,10.018842 53.661378);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615781;11;20.4;2025-03-17;2025-03-23;1.4;LINESTRING (10.017528 53.656693,10.017756 53.655117);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615782;11;26.7;2025-03-17;2025-03-23;1.4;LINESTRING (10.057178 53.520824,10.057628 53.520501,10.057906 53.520281,10.058232 53.520017,10.058510 53.519783);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615783;11;26.8;2025-03-17;2025-03-23;1.4;LINESTRING (10.058510 53.519783,10.058560 53.519741,10.058842 53.519493,10.059278 53.519109,10.059527 53.518874,10.059714 53.518688);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615784;12;26.4;2025-03-17;2025-03-23;1.5;LINESTRING (10.060675 53.517382,10.060433 53.517755,10.060231 53.518059,10.060063 53.518279,10.059881 53.518499,10.059714 53.518688);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615785;11;26.3;2025-03-17;2025-03-23;1.4;LINESTRING (10.053848 53.523047,10.054133 53.522859,10.054778 53.522447,10.055187 53.522192,10.055552 53.521956);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615786;11;26.2;2025-03-17;2025-03-23;1.4;LINESTRING (10.055552 53.521956,10.055650 53.521893,10.056270 53.521473,10.056848 53.521062,10.057178 53.520824);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615787;11;26.0;2025-03-17;2025-03-23;1.4;LINESTRING (10.051988 53.524132,10.052962 53.523578);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615788;11;25.6;2025-03-17;2025-03-23;1.4;LINESTRING (10.045856 53.526962,10.046022 53.526901,10.046277 53.526806);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615789;11;26.2;2025-03-17;2025-03-23;1.4;LINESTRING (10.046803 53.526590,10.046277 53.526806);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615790;12;22.7;2025-03-17;2025-03-23;1.5;LINESTRING (10.044082 53.528214,10.044184 53.529497);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615791;12;20.7;2025-03-17;2025-03-23;1.5;LINESTRING (10.158258 53.616721,10.159006 53.617319);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615792;9;22.3;2025-03-17;2025-03-23;1.2;LINESTRING (10.159143 53.617420,10.159006 53.617319);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615793;9;17.7;2025-03-17;2025-03-23;1.2;LINESTRING (9.959204 53.560328,9.959315 53.560292,9.959533 53.560216,9.959578 53.560199,9.959695 53.560160);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615794;21;18.5;2025-03-17;2025-03-23;2.3;LINESTRING (9.953566 53.561619,9.954098 53.561488,9.954609 53.561364);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615795;39;15.2;2025-03-17;2025-03-23;3.5;LINESTRING (10.037638 53.569853,10.037531 53.569984);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615796;24;14.5;2025-03-17;2025-03-23;2.5;LINESTRING (10.037606 53.570023,10.037531 53.569984);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615797;19;21.9;2025-03-17;2025-03-23;2.1;LINESTRING (10.029464 53.571200,10.029702 53.571318,10.029847 53.571380);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615798;13;22.5;2025-03-17;2025-03-23;1.6;LINESTRING (10.029990 53.571448,10.029847 53.571380);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615799;11;23.5;2025-03-17;2025-03-23;1.4;LINESTRING (10.040262 53.619778,10.041043 53.619782);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615800;11;23.3;2025-03-17;2025-03-23;1.4;LINESTRING (10.042215 53.619785,10.041043 53.619782);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615801;11;22.4;2025-03-17;2025-03-23;1.4;LINESTRING (10.046178 53.619798,10.045006 53.619794);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615802;11;23.5;2025-03-17;2025-03-23;1.4;LINESTRING (10.040262 53.619778,10.039458 53.619774);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615803;11;23.1;2025-03-17;2025-03-23;1.4;LINESTRING (10.038558 53.619773,10.037156 53.619768,10.035929 53.619763);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615804;11;22.1;2025-03-17;2025-03-23;1.4;LINESTRING (10.047150 53.619801,10.046178 53.619798);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615805;10;25.0;2025-03-17;2025-03-23;1.3;LINESTRING (9.984438 53.548115,9.984212 53.548166,9.983860 53.548246);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615806;11;22.9;2025-03-17;2025-03-23;1.4;LINESTRING (10.042215 53.619785,10.043370 53.619789);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615807;10;22.5;2025-03-17;2025-03-23;1.3;LINESTRING (10.049781 53.619714,10.049066 53.619712,10.048617 53.619711,10.048513 53.619721,10.048412 53.619741);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615808;11;22.9;2025-03-17;2025-03-23;1.4;LINESTRING (10.050321 53.619715,10.050143 53.619715,10.049781 53.619714);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615809;15;22.0;2025-03-17;2025-03-23;1.8;LINESTRING (10.080317 53.554768,10.081720 53.554756,10.081794 53.554756);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615810;15;20.2;2025-03-17;2025-03-23;1.8;LINESTRING (10.082800 53.554750,10.081794 53.554756);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615811;10;26.1;2025-03-17;2025-03-23;1.3;LINESTRING (10.135313 53.606794,10.134677 53.606420);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615812;9;24.1;2025-03-17;2025-03-23;1.2;LINESTRING (10.132692 53.605165,10.132904 53.605304);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615813;10;25.4;2025-03-17;2025-03-23;1.3;LINESTRING (10.133380 53.605613,10.132904 53.605304);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615814;10;22.8;2025-03-17;2025-03-23;1.3;LINESTRING (10.136576 53.607557,10.136438 53.607476,10.136287 53.607385);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615815;10;24.4;2025-03-17;2025-03-23;1.3;LINESTRING (10.135313 53.606794,10.135509 53.606907,10.136287 53.607385);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7615816;9;17.6;2025-03-17;2025-03-23;1.2;LINESTRING (9.909915 53.559973,9.909588 53.560113);EPSG:4326
